Mod:Item:MetaData, Localized Name
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Treated Wood Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Treated Wood Knife Blade
tconstruct:knife_blade:0, Constantan Knife Blade
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Treated Wood Bowlimb
tconstruct:bow_limb:0, Constantan Bowlimb
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:bow_string:0, Hemp Fiber Bowstring
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Treated Wood Arrow Head
tconstruct:arrow_head:0, Constantan Arrow Head
tconstruct:arrow_shaft:0, Wooden Arrow Shaft
tconstruct:arrow_shaft:0, Bone Arrow Shaft
tconstruct:arrow_shaft:0, Blazerod Arrow Shaft
tconstruct:arrow_shaft:0, Reeds Arrow Shaft
tconstruct:arrow_shaft:0, Ice Arrow Shaft
tconstruct:arrow_shaft:0, Endrod Arrow Shaft
tconstruct:arrow_shaft:0, Treated Wood Arrow Shaft
tconstruct:fletching:0, Feather Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Leaf Fletching
tconstruct:bolt_core:0, Wood-Iron Bolt Core
tconstruct:bolt_core:0, Bone-Iron Bolt Core
tconstruct:bolt_core:0, Blazerod-Iron Bolt Core
tconstruct:bolt_core:0, Reeds-Iron Bolt Core
tconstruct:bolt_core:0, Ice-Iron Bolt Core
tconstruct:bolt_core:0, Endrod-Iron Bolt Core
tconstruct:bolt_core:0, Treated Wood-Iron Bolt Core
tconstruct:tooltables:0, Crafting Station
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
